timestamp,ticker,open,high,low,close,volume,vwap,transactions
2023-12-14,AAPL,198.02,199.62,196.16,198.11,66831572.0,198.2872,691862
2023-12-15,AAPL,197.53,198.3999,197.0,197.57,127387901.0,197.56,625452
2023-12-18,AAPL,196.09,196.63,194.39,195.89,55751861.0,195.6255,655763
2023-12-19,AAPL,196.16,196.95,195.89,196.94,40714051.0,196.5277,451709
2023-12-20,AAPL,196.9,197.68,194.83,194.83,52242815.0,196.142,550599
2023-12-21,AAPL,196.1,197.08,193.5,194.68,46482549.0,194.7425,554844
2023-12-22,AAPL,195.18,195.41,192.97,193.6,37149570.0,194.1013,500544
2023-12-26,AAPL,193.61,193.89,192.83,193.05,28919310.0,193.1713,488257
2023-12-27,AAPL,192.49,193.5,191.09,193.15,48087681.0,192.5679,548076
2023-12-28,AAPL,194.14,194.66,193.17,193.58,34049898.0,193.9222,472404
2023-12-29,AAPL,193.9,194.4,191.725,192.53,42672148.0,192.5761,509123
2024-01-02,AAPL,187.15,188.44,183.885,185.64,81964874.0,185.9465,1008871
2024-01-03,AAPL,184.22,185.88,183.43,184.25,58414460.0,184.3226,656853
2024-01-04,AAPL,182.15,183.0872,180.88,181.91,71878670.0,182.0183,712692
2024-01-05,AAPL,181.99,182.76,180.17,181.18,62371161.0,181.474,682334
2024-01-08,AAPL,182.085,185.6,181.5,185.56,59144470.0,184.3702,669173
2024-01-09,AAPL,183.92,185.15,182.73,185.14,42841809.0,184.3706,538180
2024-01-10,AAPL,184.35,186.4,183.92,186.19,46192908.0,185.2509,554777
2024-01-11,AAPL,186.54,187.05,183.62,185.59,49128408.0,185.0604,584008
2024-01-12,AAPL,186.06,186.74,185.19,185.92,40477782.0,185.8199,477050
2024-01-16,AAPL,182.16,184.26,180.934,183.63,65076641.0,182.8866,767281
2024-01-17,AAPL,181.27,182.93,180.3,182.68,47317433.0,181.9201,594632
2024-01-18,AAPL,186.09,189.14,185.83,188.63,77722754.0,187.9358,787233
2024-01-19,AAPL,189.33,191.95,188.82,191.56,68887985.0,190.6149,682663
2024-01-22,AAPL,192.3,195.33,192.26,193.89,60131852.0,193.9891,718107
2024-01-23,AAPL,195.02,195.75,193.8299,195.18,42355590.0,194.8203,533093
2024-01-24,AAPL,195.42,196.38,194.34,194.5,53631316.0,195.2063,594714
2024-01-25,AAPL,195.22,196.2675,193.1125,194.17,54822126.0,194.7337,644526
2024-01-26,AAPL,194.27,194.76,191.94,192.42,44587111.0,193.1207,534165
2024-01-29,AAPL,192.01,192.2,189.58,191.73,47145622.0,191.2954,599513
2024-01-30,AAPL,190.94,191.8,187.47,188.04,55836970.0,188.7927,690705
2024-01-31,AAPL,187.04,187.095,184.35,184.4,55467803.0,185.3525,679844
2024-02-01,AAPL,183.985,186.95,183.82,186.86,64885408.0,185.5688,820977
2024-02-02,AAPL,179.86,187.33,179.25,185.85,102527680.0,184.744,1108465
2024-02-05,AAPL,188.15,189.25,185.84,187.68,69654320.0,187.6824,804748
2024-02-06,AAPL,186.86,189.31,186.7695,189.3,43490759.0,188.4788,530825
2024-02-07,AAPL,190.64,191.05,188.61,189.41,53438955.0,189.3803,596088
2024-02-08,AAPL,189.385,189.535,187.35,188.32,40962046.0,188.3032,521464
2024-02-09,AAPL,188.65,189.99,188.0,188.85,45155216.0,189.0056,544714
2024-02-12,AAPL,188.415,188.67,186.79,187.15,41781934.0,187.5914,585515
2024-02-13,AAPL,185.77,186.21,183.5128,185.04,56529529.0,185.0421,644015
2024-02-14,AAPL,185.32,185.53,182.44,184.15,54617917.0,183.6207,679072
2024-02-15,AAPL,183.55,184.49,181.35,183.86,65434496.0,182.8487,756083
2024-02-16,AAPL,183.42,184.85,181.665,182.31,49752465.0,182.7317,611770
2024-02-20,AAPL,181.79,182.43,180.0,181.56,53574453.0,181.1005,712335
2024-02-21,AAPL,181.94,182.8888,180.66,182.32,41496371.0,181.9941,522492
2024-02-22,AAPL,183.48,184.955,182.46,184.37,52284192.0,183.8372,613892
2024-02-23,AAPL,185.01,185.04,182.23,182.52,44926677.0,182.9876,549250
2024-02-26,AAPL,182.24,182.76,180.65,181.16,40867421.0,181.3213,615639
2024-02-27,AAPL,181.1,183.9225,179.56,182.63,54318851.0,181.8192,669751
2024-02-28,AAPL,182.51,183.12,180.13,181.42,48943139.0,181.1915,596442
2024-02-29,AAPL,181.27,182.57,179.53,180.75,136682597.0,180.6781,813073
2024-03-01,AAPL,179.55,180.53,177.38,179.66,73450582.0,179.0322,911077
2024-03-04,AAPL,176.15,176.9,173.79,175.1,81505451.0,174.8938,1167166
2024-03-05,AAPL,170.76,172.04,169.62,170.12,94702355.0,170.3234,1108820
2024-03-06,AAPL,171.06,171.24,168.68,169.12,68568907.0,169.5506,896297
2024-03-07,AAPL,169.15,170.73,168.49,169.0,71763761.0,169.3619,825405
2024-03-08,AAPL,169.0,173.7,168.94,170.73,76267041.0,171.5322,925213
2024-03-11,AAPL,172.94,174.38,172.05,172.75,60139473.0,172.9273,793618
2024-03-12,AAPL,173.15,174.03,171.01,173.23,59813522.0,172.8726,735065
2024-03-13,AAPL,172.77,173.185,170.76,171.13,52488692.0,171.3457,647120
2024-03-14,AAPL,172.91,174.3078,172.05,173.0,72913507.0,173.0899,806014
2024-03-15,AAPL,171.17,172.62,170.285,172.62,121752699.0,171.8002,771387
2024-03-18,AAPL,175.57,177.71,173.52,173.72,75604184.0,175.4587,866388
2024-03-19,AAPL,174.34,176.605,173.03,176.08,55215244.0,175.4779,636058
2024-03-20,AAPL,175.72,178.67,175.09,178.67,53423102.0,177.2239,641653
2024-03-21,AAPL,177.05,177.49,170.84,171.37,106181270.0,172.7231,1224985
2024-03-22,AAPL,171.76,173.05,170.06,172.28,71146138.0,172.0464,736378
2024-03-25,AAPL,170.565,171.94,169.45,170.85,54288328.0,170.7132,727686
2024-03-26,AAPL,170.0,171.42,169.58,169.71,57388449.0,170.323,684303
2024-03-27,AAPL,170.41,173.6,170.11,173.31,60263665.0,172.5879,670629
2024-03-28,AAPL,171.75,172.23,170.51,171.48,65671690.0,171.3942,648026
2024-04-01,AAPL,171.19,171.25,169.475,170.03,46240500.0,170.0696,676830
2024-04-02,AAPL,169.08,169.34,168.2302,168.84,49297581.0,168.8967,608914
2024-04-03,AAPL,168.79,170.68,168.58,169.65,47691715.0,169.8623,571286
2024-04-04,AAPL,170.29,171.92,168.82,168.82,53682486.0,170.1029,630783
2024-04-05,AAPL,169.59,170.39,168.95,169.58,42104826.0,169.6415,540854
2024-04-08,AAPL,169.03,169.2,168.24,168.45,37425513.0,168.6637,549987
2024-04-09,AAPL,168.7,170.08,168.35,169.67,42451209.0,169.1566,541699
2024-04-10,AAPL,168.8,169.09,167.11,167.78,49691936.0,167.9914,647587
2024-04-11,AAPL,168.34,175.46,168.16,175.04,91053075.0,172.6956,828408
2024-04-12,AAPL,174.26,178.36,174.21,176.55,101282386.0,176.3413,960229
2024-04-15,AAPL,175.36,176.63,172.5,172.69,73498773.0,174.1336,846771
2024-04-16,AAPL,171.75,173.76,168.27,169.38,73665235.0,170.0498,834297
2024-04-17,AAPL,169.61,170.65,168.0,168.0,50351210.0,168.9807,599004
2024-04-18,AAPL,168.03,168.64,166.55,167.04,43103753.0,167.3951,553239
2024-04-19,AAPL,166.21,166.4,164.075,165.0,68149377.0,165.1473,754775
2024-04-22,AAPL,165.515,167.26,164.77,165.84,48071343.0,165.9651,610367
2024-04-23,AAPL,165.35,167.05,164.92,166.9,49537761.0,166.5257,554942
2024-04-24,AAPL,166.54,169.3,166.21,169.02,48251835.0,168.4404,584990
2024-04-25,AAPL,169.525,170.61,168.1511,169.89,50558329.0,169.4461,608882
2024-04-26,AAPL,169.88,171.34,169.18,169.3,44812854.0,169.9936,563911
2024-04-29,AAPL,173.37,176.03,173.1,173.5,68149919.0,174.3663,808215
2024-04-30,AAPL,173.33,174.99,170.0,170.33,65824776.0,172.1418,647476
2024-05-01,AAPL,169.58,172.705,169.11,169.3,49387185.0,170.7198,648626
2024-05-02,AAPL,172.51,173.415,170.89,173.03,94211515.0,174.5241,944119
2024-05-03,AAPL,186.645,187.0,182.66,183.38,163224109.0,184.3674,1468505
2024-05-06,AAPL,182.354,184.2,180.42,181.71,78319667.0,181.8711,898763
2024-05-07,AAPL,183.45,184.9,181.32,182.4,77298571.0,182.7741,747518
2024-05-08,AAPL,182.85,183.07,181.45,182.74,45057087.0,182.4822,518609
2024-05-09,AAPL,182.56,184.66,182.11,184.57,48948972.0,184.005,551004
2024-05-10,AAPL,184.9,185.09,182.13,183.05,50745096.0,183.097,558778
2024-05-13,AAPL,185.435,187.1,184.62,186.28,71969409.0,186.2045,726518
2024-05-14,AAPL,187.51,188.3,186.29,187.43,52393619.0,187.1924,559493
2024-05-15,AAPL,187.91,190.65,187.37,189.72,70381988.0,189.6538,727614
2024-05-16,AAPL,190.47,191.095,189.6601,189.84,52845230.0,190.1061,566951
2024-05-17,AAPL,189.51,190.81,189.18,189.87,41282925.0,189.9231,478193
2024-05-20,AAPL,189.325,191.9199,189.01,191.04,44361275.0,191.0826,566908
2024-05-21,AAPL,191.09,192.73,190.9201,192.35,42309401.0,192.2542,502788
2024-05-22,AAPL,192.265,192.8231,190.27,190.9,34648547.0,191.4301,452377
2024-05-23,AAPL,190.98,191.0,186.625,186.88,51005924.0,188.1932,574010
2024-05-24,AAPL,188.82,190.58,188.0404,189.98,36326975.0,189.7193,492870
2024-05-28,AAPL,191.51,193.0,189.1,189.99,52230051.0,190.8158,702190
2024-05-29,AAPL,189.61,192.247,189.51,190.29,53068016.0,191.1133,603502
2024-05-30,AAPL,190.76,192.18,190.63,191.29,49947941.0,191.4032,568984
2024-05-31,AAPL,191.44,192.57,189.91,192.25,75158277.0,191.6187,618230
2024-06-03,AAPL,192.9,194.99,192.52,194.03,50078439.0,193.7892,700956
2024-06-04,AAPL,194.635,195.32,193.0342,194.35,47471445.0,194.3014,575318
2024-06-05,AAPL,195.4,196.9,194.87,195.87,54156785.0,195.8699,648283
2024-06-06,AAPL,195.685,196.5,194.17,194.48,41162753.0,195.3147,550122
2024-06-07,AAPL,194.65,196.94,194.14,196.89,53085712.0,195.9035,505958
2024-06-10,AAPL,196.9,197.3,192.15,193.12,97262077.0,194.4151,1115274
2024-06-11,AAPL,193.65,207.16,193.63,207.15,172116296.0,203.2083,1601776
2024-06-12,AAPL,207.37,220.2,206.9,213.07,198109293.0,215.2622,1861009
2024-06-13,AAPL,214.74,216.75,211.6,214.24,97750229.0,214.0158,1032968
2024-06-14,AAPL,213.85,215.17,211.3,212.49,70108898.0,212.7595,793743
2024-06-17,AAPL,213.37,218.95,212.72,216.67,93689100.0,216.4099,1034961
2024-06-18,AAPL,217.59,218.63,213.0,214.29,79943254.0,214.7342,919960
2024-06-20,AAPL,213.93,214.24,208.85,209.68,86095783.0,210.6223,1005360
2024-06-21,AAPL,210.39,211.89,207.11,207.49,246421353.0,208.4264,881938
2024-06-24,AAPL,207.72,212.7,206.59,208.14,80721906.0,209.3296,916151
2024-06-25,AAPL,209.15,211.38,208.61,209.07,56280868.0,209.6841,621193
2024-06-26,AAPL,211.5,214.86,210.64,213.25,66213186.0,213.1448,769103
2024-06-27,AAPL,214.69,215.7395,212.35,214.1,49772707.0,213.9138,644397
2024-06-28,AAPL,215.77,216.07,210.3,210.62,82538718.0,212.5585,729911
2024-07-01,AAPL,212.09,217.51,211.92,216.75,60402929.0,215.5066,784845
2024-07-02,AAPL,216.15,220.38,215.1,220.27,58046178.0,219.2005,689998
2024-07-03,AAPL,220.0,221.55,219.03,221.55,37269801.0,220.6593,566783
2024-07-05,AAPL,221.65,226.45,221.65,226.34,59517108.0,224.9718,767413
2024-07-08,AAPL,227.09,227.85,223.25,227.82,59085861.0,226.3635,790096
2024-07-09,AAPL,227.93,229.4,226.3721,228.68,48013382.0,228.2164,651066
2024-07-10,AAPL,229.3,233.08,229.25,232.98,62627687.0,231.6614,782526
2024-07-11,AAPL,231.39,232.39,225.77,227.57,64456867.0,228.4586,889306
2024-07-12,AAPL,228.92,232.64,228.68,230.54,53046527.0,230.9577,706283
2024-07-15,AAPL,236.48,237.23,233.09,234.4,62623152.0,234.9027,822674
2024-07-16,AAPL,235.0,236.27,232.33,234.82,41184278.0,234.3335,623962
2024-07-17,AAPL,229.45,231.4599,226.64,228.88,57345884.0,228.8407,811104
2024-07-18,AAPL,230.28,230.44,222.27,224.18,66034585.0,225.1554,844626
2024-07-19,AAPL,224.82,226.8,223.275,224.31,49151453.0,224.7259,612830
2024-07-22,AAPL,227.01,227.78,223.09,223.96,48201835.0,224.9473,704897
2024-07-23,AAPL,224.365,226.94,222.68,225.01,39960260.0,225.0215,551688
2024-07-24,AAPL,224.0,224.8,217.13,218.54,61777576.0,219.0689,816144
2024-07-25,AAPL,218.93,220.85,214.62,217.49,51391199.0,218.1084,737642
2024-07-26,AAPL,218.7,219.49,216.01,217.96,41599345.0,217.9018,608588
2024-07-29,AAPL,216.96,219.3,215.75,218.24,36284528.0,218.1352,604722
2024-07-30,AAPL,219.19,220.325,216.12,218.8,41493840.0,218.4136,584354
2024-07-31,AAPL,221.44,223.82,220.63,222.08,50036262.0,222.3356,668901
2024-08-01,AAPL,224.37,224.48,217.02,218.36,62477496.0,219.4531,876127
2024-08-02,AAPL,219.15,225.6,217.71,219.86,105568560.0,221.8938,1132553
2024-08-05,AAPL,199.09,213.5,196.0,209.27,119517900.0,207.8008,1661546
2024-08-06,AAPL,205.3,209.99,201.07,207.23,69579488.0,206.7392,921950
2024-08-07,AAPL,206.9,213.64,206.39,209.82,63516417.0,210.6883,741724
2024-08-08,AAPL,213.11,214.2,208.83,213.31,46801649.0,212.6165,628771
2024-08-09,AAPL,212.1,216.78,211.97,216.24,42201646.0,215.1999,589469
2024-08-12,AAPL,216.07,219.5099,215.6,217.53,38028092.0,217.5465,602530
2024-08-13,AAPL,219.01,221.89,219.01,221.27,44155331.0,220.8758,553265
2024-08-14,AAPL,220.57,223.03,219.7,221.72,41948574.0,221.5105,568518
2024-08-15,AAPL,224.6,225.35,222.76,224.72,46398713.0,224.5505,590574
2024-08-16,AAPL,223.92,226.8271,223.6501,226.05,44338440.0,225.4305,562637
2024-08-19,AAPL,225.72,225.99,223.04,225.89,40687813.0,224.8579,606363
2024-08-20,AAPL,225.77,227.17,225.45,226.51,30299033.0,226.5299,498797
2024-08-21,AAPL,226.52,227.98,225.05,226.4,34765480.0,226.4461,506656
2024-08-22,AAPL,227.79,228.34,223.9,224.53,43673321.0,225.4771,586188
2024-08-23,AAPL,225.6589,228.22,224.33,226.84,38647250.0,226.581,555153
2024-08-26,AAPL,226.76,227.28,223.8905,227.18,30599408.0,226.0636,565403
2024-08-27,AAPL,225.995,228.85,224.89,228.03,35934559.0,227.7927,491852
2024-08-28,AAPL,227.92,229.86,225.68,226.49,37737167.0,227.4243,563158
2024-08-29,AAPL,230.1,232.92,228.88,229.79,51906297.0,230.9934,723145
2024-08-30,AAPL,230.19,230.4,227.48,229.0,52988670.0,228.9147,594157
2024-09-03,AAPL,228.55,229.0,221.17,222.77,50175516.0,223.7969,813602
2024-09-04,AAPL,221.66,221.78,217.48,220.85,43840196.0,219.9662,679980
2024-09-05,AAPL,221.625,225.48,221.52,222.38,36615398.0,223.0951,588073
2024-09-06,AAPL,223.95,225.24,219.77,220.82,48423011.0,221.6372,663965
2024-09-09,AAPL,220.82,221.27,216.71,220.91,67179965.0,219.3818,945464
2024-09-10,AAPL,218.92,221.48,216.73,220.11,51591033.0,219.5811,684935
2024-09-11,AAPL,221.455,223.09,217.89,222.66,44587072.0,221.236,609494
2024-09-12,AAPL,222.5,223.55,219.82,222.77,37497490.0,222.3956,556916
2024-09-13,AAPL,223.58,224.04,221.91,222.5,36766619.0,222.9215,541883
2024-09-16,AAPL,216.54,217.22,213.92,216.32,59357427.0,215.9366,870760
2024-09-17,AAPL,215.75,216.9,214.5,216.79,45519339.0,216.194,651444
2024-09-18,AAPL,217.55,222.71,217.54,220.69,59894928.0,220.4476,833014
2024-09-19,AAPL,224.99,229.82,224.63,228.87,66781315.0,228.3978,808546
2024-09-20,AAPL,229.97,233.09,227.62,228.2,317079888.0,228.9173,971913
2024-09-23,AAPL,227.34,229.45,225.81,226.47,54090023.0,227.0255,693311
2024-09-24,AAPL,228.645,229.35,225.73,227.37,43556068.0,227.2501,519573
2024-09-25,AAPL,224.93,227.29,224.02,226.37,42308715.0,225.8624,564630
2024-09-26,AAPL,227.3,228.5,225.41,227.52,36635707.0,227.2807,433164
2024-09-27,AAPL,228.46,229.52,227.3,227.79,34003467.0,228.1279,504107
2024-09-30,AAPL,230.04,233.0,229.65,233.0,54793391.0,232.0056,710084
2024-10-01,AAPL,229.52,229.65,223.74,226.21,63235048.0,225.9759,832119
2024-10-02,AAPL,225.89,227.37,223.02,226.78,32880605.0,226.0517,504717
2024-10-03,AAPL,225.14,226.805,223.32,225.67,34044158.0,225.0086,516347
2024-10-04,AAPL,227.9,228.0,224.13,226.8,37345098.0,225.8887,558162
2024-10-07,AAPL,224.5,225.69,221.33,221.69,39505354.0,223.2342,607240
2024-10-08,AAPL,224.3,225.98,223.25,225.77,31855693.0,225.0548,495518
2024-10-09,AAPL,225.23,229.75,224.83,229.54,33591091.0,228.3401,519279
2024-10-10,AAPL,227.78,229.5,227.17,229.04,28183544.0,228.5592,446857
2024-10-11,AAPL,229.3,229.41,227.34,227.55,31759188.0,228.0176,485460
2024-10-14,AAPL,228.7,231.73,228.6,231.3,39882085.0,230.7772,580529
2024-10-15,AAPL,233.61,237.49,232.37,233.85,64748367.0,234.795,827529
2024-10-16,AAPL,231.6,232.12,229.84,231.78,34082240.0,231.1082,551097
2024-10-17,AAPL,233.43,233.85,230.52,232.15,32974310.0,232.0782,487629
2024-10-18,AAPL,236.18,236.18,234.01,235.0,45831472.0,235.2165,562501
2024-10-21,AAPL,234.45,236.85,234.45,236.48,36254470.0,235.9588,538692
2024-10-22,AAPL,233.885,236.22,232.6,235.86,38846578.0,234.9316,489180
2024-10-23,AAPL,234.08,235.144,227.76,230.76,52286979.0,231.1276,722059
2024-10-24,AAPL,229.98,230.82,228.41,230.57,31109503.0,230.1026,490815
2024-10-25,AAPL,229.74,233.22,229.57,231.41,38602304.0,231.6647,551679
2024-10-28,AAPL,233.32,234.73,232.55,233.4,36087134.0,233.5569,557146
2024-10-29,AAPL,233.1,234.325,232.32,233.67,35413047.0,233.5947,484093
2024-10-30,AAPL,232.61,233.47,229.55,230.1,47060257.0,230.8804,593651
2024-10-31,AAPL,229.34,229.83,225.37,225.91,64370086.0,226.6453,767895
2024-11-01,AAPL,220.965,225.35,220.27,222.91,65276741.0,222.8124,859117
2024-11-04,AAPL,220.99,222.79,219.71,222.01,44344468.0,221.7744,647166
2024-11-05,AAPL,221.795,223.95,221.14,223.45,28111338.0,223.1048,502059
2024-11-06,AAPL,222.61,226.065,221.19,222.72,54561121.0,223.8013,796635
2024-11-07,AAPL,224.625,227.875,224.57,227.48,42137691.0,226.791,623242
2024-11-08,AAPL,227.17,228.66,226.405,226.96,38328824.0,227.2124,541125
2024-11-11,AAPL,225.0,225.7,221.5,224.23,42005602.0,223.4599,555127
2024-11-12,AAPL,224.55,225.59,223.355,224.23,40398299.0,224.3724,462612
2024-11-13,AAPL,224.01,226.65,222.76,225.12,48566217.0,224.9226,467219
2024-11-14,AAPL,225.02,228.87,225.0,228.22,44923941.0,227.4472,492068
2024-11-15,AAPL,226.4,226.92,224.27,225.0,47923696.0,225.0925,451319
2024-11-18,AAPL,225.25,229.74,225.17,228.02,44686020.0,228.083,437779
2024-11-19,AAPL,226.98,230.16,226.66,228.28,36211774.0,228.6648,365242
2024-11-20,AAPL,228.06,229.93,225.89,229.0,35075316.0,228.0808,358454
2024-11-21,AAPL,228.88,230.155,225.7103,228.52,42108327.0,228.4689,431685
2024-11-22,AAPL,228.06,230.7199,228.06,229.87,38168252.0,229.6877,380624
2024-11-25,AAPL,231.46,233.245,229.74,232.87,90002832.0,232.3535,510697
2024-11-26,AAPL,233.33,235.57,233.33,235.06,45986189.0,234.7502,450015
2024-11-27,AAPL,234.465,235.69,233.8101,234.93,33498439.0,234.7968,339860
2024-11-29,AAPL,234.805,237.81,233.97,237.33,28481377.0,236.6232,268955
2024-12-02,AAPL,237.27,240.79,237.16,239.59,48137103.0,239.4992,469685
2024-12-03,AAPL,239.81,242.76,238.9,242.65,38861017.0,241.644,419384
2024-12-04,AAPL,242.87,244.11,241.25,243.01,44383935.0,242.918,406663
2024-12-05,AAPL,243.99,244.54,242.13,243.04,40033878.0,243.0077,401262
2024-12-06,AAPL,242.905,244.63,242.08,242.84,36870619.0,243.187,366549
2024-12-09,AAPL,241.83,247.24,241.75,246.75,44649232.0,246.0624,500769
2024-12-10,AAPL,246.89,248.21,245.34,247.77,36914806.0,247.2778,423350
2024-12-11,AAPL,247.96,250.8,246.2601,246.49,45205814.0,248.069,455625
2024-12-12,AAPL,246.89,248.74,245.68,247.96,32777532.0,247.7433,353012
2024-12-13,AAPL,247.815,249.2902,246.24,248.13,33081590.0,247.7598,349809
2024-12-16,AAPL,247.99,251.38,247.65,251.04,51694753.0,250.4623,448224
2024-12-17,AAPL,250.08,253.83,249.78,253.48,51356360.0,252.982,487662
2024-12-18,AAPL,252.16,254.28,247.74,248.05,56764701.0,250.531,564346
2024-12-19,AAPL,247.5,252.0,247.0949,249.79,60559114.0,249.8401,532893
2024-12-20,AAPL,248.04,255.0,245.69,254.49,147495267.0,253.1916,551019
2024-12-23,AAPL,254.77,255.65,253.45,255.27,40858774.0,254.7699,422563
2024-12-24,AAPL,255.49,258.21,255.29,258.2,23234705.0,257.4634,245932
2024-12-26,AAPL,258.19,260.1,257.63,259.02,27262983.0,258.9315,362325
2024-12-27,AAPL,257.83,258.7,253.06,255.59,42355321.0,255.2418,474899
2024-12-30,AAPL,252.23,253.5,250.75,252.2,35557542.0,252.2669,421634
2024-12-31,AAPL,252.44,253.28,249.43,250.42,39480718.0,250.6934,361255
2025-01-02,AAPL,248.93,249.1,241.8201,243.85,55090731.0,244.346,685447
2025-01-03,AAPL,243.36,244.18,241.89,243.36,40244114.0,243.0805,493786
2025-01-06,AAPL,244.31,247.33,243.2,245.0,45045571.0,245.1726,493920
2025-01-07,AAPL,242.98,245.55,241.35,242.21,40855960.0,242.9459,462887
2025-01-08,AAPL,241.92,243.7123,240.05,242.7,37613940.0,242.2993,406915
2025-01-10,AAPL,240.01,240.16,233.0,236.85,61705156.0,236.6063,685975
2025-01-13,AAPL,233.53,234.67,229.72,234.4,49630725.0,232.7529,561231
2025-01-14,AAPL,234.75,236.12,232.472,233.28,39433494.0,233.8732,436332
2025-01-15,AAPL,234.635,238.96,234.43,237.87,39822169.0,237.58,418803
2025-01-16,AAPL,237.35,238.01,228.03,228.26,71752652.0,230.4964,786111
2025-01-17,AAPL,232.115,232.29,228.48,229.98,67849101.0,230.4618,579300
2025-01-21,AAPL,224.0,224.42,219.38,222.64,98070429.0,221.6956,1220197
2025-01-22,AAPL,219.79,224.12,219.79,223.83,64126500.0,222.8221,683037
2025-01-23,AAPL,224.74,227.03,222.3,223.66,60234760.0,224.1093,619806
2025-01-24,AAPL,224.78,225.63,221.41,222.78,54697907.0,223.1447,579473
2025-01-27,AAPL,224.02,232.15,223.98,229.86,94863418.0,228.8379,1008209
2025-01-28,AAPL,230.85,240.19,230.81,238.26,75682044.0,237.4839,788816
2025-01-29,AAPL,234.12,239.855,234.01,239.36,45475767.0,237.4858,515212
2025-01-30,AAPL,238.665,240.79,237.21,237.59,55658279.0,238.9601,636380
2025-01-31,AAPL,247.19,247.19,233.44,236.0,101071628.0,238.5565,936709
2025-02-03,AAPL,229.99,231.83,225.7,228.01,73039761.0,228.3037,851633
2025-02-04,AAPL,227.25,233.13,226.65,232.8,45014201.0,231.2132,497327
2025-02-05,AAPL,228.53,232.67,228.27,232.47,39664989.0,230.8247,445631
2025-02-06,AAPL,231.285,233.8,230.425,233.22,29869249.0,232.4036,375400
2025-02-07,AAPL,232.6,234.0,227.26,227.63,39707224.0,229.1297,488184
2025-02-10,AAPL,229.57,230.585,227.2,227.65,33096475.0,228.45,398258
2025-02-11,AAPL,228.2,235.23,228.13,232.62,53710612.0,232.4505,552126
2025-02-12,AAPL,231.2,236.96,230.68,236.87,45243281.0,235.0413,486474
2025-02-13,AAPL,236.91,242.3399,235.57,241.53,53614054.0,240.3233,531132
2025-02-14,AAPL,241.25,245.55,240.99,244.6,40383927.0,244.0715,481731
2025-02-18,AAPL,244.15,245.18,241.84,244.47,48822491.0,244.1423,486720
2025-02-19,AAPL,244.66,246.01,243.1604,244.87,32204215.0,244.6863,383453
2025-02-20,AAPL,244.94,246.78,244.29,245.83,32316907.0,245.6383,405771
2025-02-21,AAPL,245.95,248.69,245.22,245.55,53196141.0,246.3756,508397
2025-02-24,AAPL,244.925,248.86,244.42,247.1,51326396.0,247.2414,593130
2025-02-25,AAPL,248.0,250.0,244.91,247.04,48013272.0,247.4765,574045
2025-02-26,AAPL,244.33,244.98,239.13,240.36,44433564.0,241.6568,557242
2025-02-27,AAPL,239.41,242.46,237.06,237.3,41153639.0,239.4953,503479
2025-02-28,AAPL,236.95,242.09,230.2,241.84,56833349.0,239.5113,572583
2025-03-03,AAPL,241.79,244.0272,236.112,238.03,47183985.0,239.9029,557039
2025-03-04,AAPL,237.705,240.07,234.68,235.93,53798024.0,237.5186,685392
2025-03-05,AAPL,235.42,236.55,229.23,235.74,47227642.0,234.0871,558644
2025-03-06,AAPL,234.435,237.86,233.1581,235.33,45155019.0,235.2928,551789
2025-03-07,AAPL,235.105,241.37,234.76,239.07,46250710.0,238.9039,581194
2025-03-10,AAPL,235.54,236.16,224.22,227.48,72071197.0,227.6311,1152721
2025-03-11,AAPL,223.805,225.8399,217.45,220.84,76124402.0,221.1807,899697
2025-03-12,AAPL,220.14,221.75,214.91,216.98,62547467.0,217.6087,792931
2025-03-13,AAPL,215.95,216.8394,208.42,209.68,61318730.0,212.0144,768933
2025-03-14,AAPL,211.25,213.95,209.58,213.49,60107582.0,212.4529,668917
2025-03-17,AAPL,213.31,215.22,209.97,214.0,48073426.0,213.2536,577436
2025-03-18,AAPL,214.16,215.15,211.49,212.69,42427021.0,213.0584,493002
2025-03-19,AAPL,214.22,218.76,213.75,215.24,54383891.0,215.5599,524677
2025-03-20,AAPL,213.99,217.4899,212.22,214.1,48862947.0,214.3888,499769
2025-03-21,AAPL,211.56,218.84,211.28,218.27,93568368.0,215.9292,496946
2025-03-24,AAPL,221.0,221.48,218.58,220.73,44299483.0,220.0734,495018
2025-03-25,AAPL,220.77,224.1,220.08,223.75,34493583.0,223.1154,407132
2025-03-26,AAPL,223.51,225.02,220.47,221.53,34492906.0,222.5202,440451
2025-03-27,AAPL,221.39,224.99,220.5601,223.85,37093374.0,223.3729,387118
2025-03-28,AAPL,221.67,223.81,217.68,217.9,39818617.0,219.3577,485185
2025-03-31,AAPL,217.005,225.62,216.23,222.13,65283571.0,220.6569,646562
2025-04-01,AAPL,219.805,223.68,218.9,223.19,36336840.0,222.3346,594669
2025-04-02,AAPL,221.315,225.19,221.02,223.89,35905904.0,222.4314,473114
2025-04-03,AAPL,205.54,207.49,201.25,203.19,103419006.0,204.1959,1366640
2025-04-04,AAPL,193.89,199.88,187.34,188.38,125897269.0,192.5544,1716139
2025-04-07,AAPL,177.2,194.15,174.62,181.46,160406286.0,180.5647,2117014
2025-04-08,AAPL,186.7,190.335,169.2101,172.42,120696904.0,179.0738,1671524
2025-04-09,AAPL,171.95,200.61,171.89,198.85,184261774.0,187.9565,2212956
2025-04-10,AAPL,189.065,194.7799,183.0,190.42,121879981.0,189.982,1500041
